"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Contact TG/DMR ID","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","PTT Prohibit","Reverse","Simplex TDMA","Slot Suit","AES Digital Encryption","Digital Encryption","Call Confirmation","Talk Around(Simplex)","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming","DMR MODE","DataACK Disable","R5toneBot","R5ToneEot","Auto Scan","Ana Aprs Mute","Send Talker Alias","AnaAprsTxPath","ARC4","ex_emg_kind"
"551","V22-TS2","145.27500","145.27500","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"552","V25-TS1","145.31250","145.31250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"553","V25-TS2","145.31250","145.31250","D-Digital","Mid","12.5K","Off","Off","99 Simplex","Group Call","99","NOCALL","Always","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"554","U290","433.62500","433.62500","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"555","U290 PL 123.0","433.62500","433.62500","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"556","U291","433.63750","433.63750","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"557","U291 PL 123.0","433.63750","433.63750","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"558","U292","433.65000","433.65000","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"559","U292 PL 123.0","433.65000","433.65000","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"560","U293","433.66250","433.66250","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"561","U293 PL 123.0","433.66250","433.66250","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"562","U294","433.67500","433.67500","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"563","U294 PL 123.0","433.67500","433.67500","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"564","U295","433.68750","433.68750","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"565","U295 PL 123.0","433.68750","433.68750","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"566","U296","433.70000","433.70000","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"567","U296 PL 123.0","433.70000","433.70000","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"568","V17","145.21250","145.21250","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"569","V17 PL 123.0","145.21250","145.21250","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"570","V18","145.22500","145.22500","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"571","V18 PL 123.0","145.22500","145.22500","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"572","V20","145.25000","145.25000","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"573","V20 PL 123.0","145.25000","145.25000","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"574","V21","145.26250","145.26250","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"575","V21 PL 123.0","145.26250","145.26250","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"576","V22","145.27500","145.27500","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"577","V22 PL 123.0","145.27500","145.27500","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"578","V25","145.31250","145.31250","A-Analog","Mid","12.5K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"579","V25 PL 123.0","145.31250","145.31250","A-Analog","Mid","12.5K","123.0","123.0","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"600","MarinVHF K01","160.65000","156.05000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"601","MarinVHF K02","160.70000","156.10000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"602","MarinVHF K03","160.75000","156.15000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"603","MarinVHF K04","160.80000","156.20000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"604","MarinVHF K05","160.85000","156.25000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"605","MarinVHF K06","156.30000","156.30000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"606","MarinVHF K07","156.35000","156.35000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"607","MarinVHF K08","156.40000","156.40000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"608","MarinVHF K09","156.45000","156.45000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"609","MarinVHF K10","156.50000","156.50000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"610","MarinVHF K11","156.55000","156.55000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"611","MarinVHF K12","156.60000","156.60000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"612","MarinVHF K13","156.65000","156.65000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"613","MarinVHF K14","156.70000","156.70000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"614","MarinVHF K15","156.75000","156.75000","A-Analog","Low","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"615","MarinVHF K16","156.80000","156.80000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"616","MarinVHF K17","156.85000","156.85000","A-Analog","Low","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"617","MarinVHF K18","161.50000","156.90000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"618","MarinVHF K19","161.55000","156.95000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"619","MarinVHF K20","161.60000","157.00000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"620","MarinVHF K21","161.65000","157.05000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"621","MarinVHF K22","161.70000","157.10000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"622","MarinVHF K23","161.75000","157.15000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"623","MarinVHF K24","161.80000","157.20000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"624","MarinVHF K25","161.85000","157.25000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"625","MarinVHF K26","161.90000","157.30000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"626","MarinVHF K27","161.95000","157.35000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"627","MarinVHF K28","162.00000","157.40000","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"628","MarinVHF K60","160.62500","156.02500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"629","MarinVHF K61","160.67500","156.07500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"630","MarinVHF K62","160.72500","156.12500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"631","MarinVHF K63","160.77500","156.17500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"632","MarinVHF K64","160.82500","156.22500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"633","MarinVHF K65","160.87500","156.27500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"634","MarinVHF K66","160.92500","156.32500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"635","MarinVHF K67","156.37500","156.37500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"636","MarinVHF K68","156.42500","156.42500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"637","MarinVHF K69","156.47500","156.47500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"638","MarinVHF K70","156.52500","156.52500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"639","MarinVHF K71","156.57500","156.57500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"640","MarinVHF K72","156.62500","156.62500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"641","MarinVHF K73","156.67500","156.67500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"642","MarinVHF K74","156.72500","156.72500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"643","MarinVHF K75","156.77500","156.77500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"644","MarinVHF K76","156.82500","156.82500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"645","MarinVHF K77","156.87500","156.87500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","MarinVHF","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"646","MarinVHF K78","161.52500","156.92500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
"647","MarinVHF K79","161.57500","156.97500","A-Analog","High","25K","Off","Off","240 Sweden","Group Call","240","NOCALL","Off","Carrier","Off","1","1","1","Off","0","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Analog","1","0","Off","0","1","0","255","255","0","0","0","0","0","0"
